net_dir,test_pv,test_log_mean,test_log_mean_free,test_history,config,backtest_test_pv,backtest_test_history,backtest_test_log_mean,training_time
1,1.0604641437530518,0.0003579664626158774,0.001971549354493618,"1.0230018, 0.99908596, 1.0110203, 1.0019611, 1.0107658, 1.0032353, 1.007279, 0.98573214, 1.0173277, 0.9929517, 1.0187947, 0.990076, 1.0108582, 1.0151107, 0.9956898, 0.9847841, 1.0050331, 0.9999157, 1.0172546, 1.0136459, 1.000528, 0.9984213, 1.004743, 1.0015863, 0.99731016, 0.9892426, 1.0065709, 0.9967805, 0.9837897, 0.99462354, 1.0008299, 0.9973509, 1.002657, 0.97615165, 1.0042667, 0.9971268, 1.0004331, 1.0046791, 1.0101815, 0.9890824, 0.99955004, 0.99527967, 1.0020326, 0.97686356, 1.0114355, 1.0203036, 1.0081804, 0.98889923, 1.0050168, 1.0050433, 1.0036544, 0.99246496, 0.9935616, 1.0145172, 0.9893286, 1.0013735, 1.0052971, 1.0000093, 1.0054075, 1.0189664, 1.0116607, 0.9900139, 0.997498, 0.97871625, 1.002424, 0.9985678, 0.9961577, 1.0104487, 1.0022818, 0.9972642, 1.0314298, 0.99553233, 0.9915237, 0.99997956, 0.9993825, 0.9987982, 1.0033818, 0.996938, 1.0059339, 0.99463797, 0.9901264, 1.0043935, 1.0058597, 1.0024735, 0.9928456, 1.0072931, 1.0060593, 0.9993315, 1.0017155, 0.99319625, 0.99679416, 1.0044523, 0.9981404, 0.9935065, 0.9992007, 0.99310553, 0.9893115, 0.99775577, 0.98941463, 1.0149735, 1.0068758, 1.0115001, 1.0056262, 0.9902151, 1.0027231, 1.0044061, 0.997251, 0.95627624, 1.0016019, 0.99312204, 1.0103494, 1.0129037, 0.979768, 1.0098342, 0.98555094, 1.0092185, 1.0106544, 1.0008228, 1.0060366, 0.9979273, 1.0112386, 0.9950164, 1.0094733, 1.0004635, 0.99672353, 0.99616444, 1.001473, 1.0042542, 1.0092895, 0.9958368, 0.9986286, 1.0022985, 1.005804, 0.99504626, 1.0003532, 0.999885, 0.9861463, 1.0028478, 1.0032077, 0.99648046, 0.994237, 1.0073677, 0.9924051, 1.0049005, 1.0051184, 0.99408394, 1.0064856, 0.9829194, 0.99717355, 0.984804, 0.9986817, 1.0086032, 0.9807379, 1.0173241, 0.99474597, 1.0011314, 0.9978082, 1.020326, 0.99454415, 1.0011319, 1.0016941, 0.9898485, 1.0011642, 1.006519, ","{""agent_type"": ""NNAgent"", ""input"": {""coin_number"": 11, ""end_date"": ""2017/04/27"", ""fake_ratio"": 1, ""feature_number"": 3, ""global_period"": 1800, ""is_permed"": false, ""market"": ""poloniex"", ""norm_method"": ""absolute"", ""online"": false, ""portion_reversed"": false, ""save_memory_mode"": false, ""start_date"": ""2017/03/07"", ""test_portion"": 0.08, ""volume_average_days"": 30, ""window_size"": 31, ""fake_data"": false}, ""layers"": [{""activation_function"": ""relu"", ""filter_number"": 3, ""filter_shape"": [1, 2], ""padding"": ""valid"", ""regularizer"": null, ""strides"": [1, 1], ""type"": ""ConvLayer"", ""weight_decay"": 0.0}, {""activation_function"": ""relu"", ""filter_number"": 10, ""regularizer"": ""L2"", ""type"": ""EIIE_Dense"", ""weight_decay"": 5e-09}, {""regularizer"": ""L2"", ""type"": ""EIIE_Output_WithW"", ""weight_decay"": 5e-08}], ""random_seed"": 0, ""trading"": {""buffer_biased"": 5e-05, ""learning_rate"": 0.00028, ""rolling_training_steps"": 85, ""trading_consumption"": 0.0025}, ""training"": {""batch_size"": 109, ""buffer_biased"": 5e-05, ""decay_rate"": 1.0, ""decay_steps"": 50000, ""fast_train"": true, ""learning_rate"": 0.00028, ""loss_function"": ""loss_function6"", ""snap_shot"": false, ""steps"": 80000, ""training_method"": ""Adam""}}",1.178411597289935,"1.0204443, 0.9990922, 1.0110204, 1.0019673, 1.0068543, 1.0084628, 1.0063622, 0.98588645, 1.0170228, 0.9929579, 1.0187947, 0.990076, 1.0108582, 1.0151107, 0.99462914, 0.98552835, 1.0051477, 0.9999157, 1.0172546, 1.0136477, 1.000534, 0.9984215, 1.0047431, 1.007855, 0.9949798, 0.99857265, 1.0019748, 0.9962574, 0.98434013, 0.99462354, 1.0008299, 0.9973509, 1.002657, 0.97615165, 1.0042667, 0.9971268, 1.0004331, 1.0046791, 1.0101815, 0.98908234, 0.99955004, 0.99527967, 1.0020326, 0.97686356, 1.0114355, 1.0203036, 1.008194, 0.988901, 1.005017, 1.0050493, 1.0036607, 1.0021528, 0.99068356, 1.0145172, 0.9875078, 1.00189, 1.0052971, 1.0000093, 1.0054075, 1.0189664, 1.0117027, 0.9900115, 0.99750024, 1.0000451, 0.9986565, 0.9985678, 0.9961577, 1.0104487, 1.002288, 0.9980855, 1.0287087, 0.9953845, 0.9915329, 0.99997824, 0.9993825, 0.9987982, 1.0033818, 0.99693805, 1.0059339, 1.0006863, 0.986741, 1.0043898, 1.0064043, 1.0046473, 0.99026173, 1.009078, 1.0060656, 0.99933463, 0.99408615, 0.997539, 0.9967917, 1.0044664, 0.9962243, 0.9940583, 0.9992007, 0.99310553, 0.9893115, 0.99775577, 0.9917465, 1.0106757, 1.0070173, 1.0128813, 1.0056325, 1.0071361, 0.9980628, 1.0044061, 0.997251, 0.9562761, 1.0016019, 0.9929056, 1.0104961, 1.0129037, 0.979768, 1.0098342, 0.9855509, 1.0092186, 1.0106586, 1.0008284, 1.0060366, 0.9979273, 1.0112386, 1.0025214, 1.011294, 1.0003028, 1.0178424, 0.99576306, 1.0006461, 1.0042604, 1.0402517, 0.9921343, 0.9986296, 1.0023667, 1.0033038, 0.9951313, 1.0002708, 1.0010633, 0.99198365, 0.9998664, 1.0032078, 0.99787045, 0.9978936, 1.0071982, 0.99378645, 1.0049055, 1.0083288, 0.9939974, 1.0064874, 0.9819604, 0.9976523, 0.98480505, 0.99868613, 1.0086032, 0.98073226, 1.0173261, 0.9947491, 1.0010989, 0.99781835, 1.0203269, 0.99459183, 1.0011278, 1.0016941, 0.9898485, 1.0011642, 1.006519, ",0.0010010208934545517,1291
